token,weight,occurence
administrator,0.31148597530224725,3038.0
adminstirators,0.2762675495219988,1.0
adminstrators,0.8774409380878934,17.0
admiralty,0.8847445498582681,6.0
admission,1.1194108290243916,112.0
admistor,1.6655946781661273,3.0
admistrator,0.8882180579347866,2.0
admisttraot,0.30074347299864185,1.0
admittedly,0.39112634713008965,116.0
admixture,1.1335997391814678,26.0
adolf,0.8304488832890597,100.0
adolfadolf,0.6235923573746254,1.0
adolph,0.2931044520738791,17.0
adrienne,0.351737275970721,7.0
adsl,0.6365898267096003,2.0
adtiors,1.1404400089809987,5.0
adultery,0.8906044438119582,19.0
adults,0.5005576781644502,8.0
advancement,0.3169850037894572,21.0
adventures,0.6095704835127486,38.0
advertises,0.20713775618185026,14.0
ae,0.3835309263425436,133.0
aemoreira,0.8793244776148796,3.0
aerospace,0.48604628998780935,11.0
aest,0.2462099456979061,3.0
afa,0.35469911733396764,19.0
afaics,0.6905867958708497,2.0
affiliation,0.3390788063696225,135.0
affirm,0.3004757450555423,35.0
affirmation,0.510633487043889,27.0
affirmative,1.7111347949926417,39.0
affirmatvie,0.3873981333428716,2.0
affix,0.38741747595682174,65.0
afflicted,0.3286713814889534,8.0
affraid,0.8131086911724246,7.0
affront,0.3673472514603102,14.0
afganistan,0.40830915671749,6.0
afghani,0.4724338269675262,17.0
aflis,0.3917194035097477,1.0
aforethought,0.2153358939770593,4.0
afp,0.48675645948681007,15.0
afre,0.747448008094868,2.0
afro,0.7431533496195326,48.0
afrocentrist,1.3962154242361715,4.0
afrocentrists,0.8121220166053358,3.0
agains,0.437103911062196,24.0
agan,0.861761986921952,1.0
agane,0.20989461278866173,1.0
aged,0.7074037295911025,55.0
agent,0.40124026077073577,288.0
agentbond,0.6712915942239563,1.0
agents,0.632903595792764,25.0
aggression,0.7564642198570131,68.0
aggressiv,1.3413583546394425,5.0
aggressive,0.7179094929778858,244.0
aggressor,0.2970474082831085,46.0
aggro,0.824280596620312,5.0
agitated,0.7565533300622479,9.0
agitator,0.5970227601117126,6.0
agony,1.218431319826453,15.0
agorrantly,0.7361955761752907,1.0
agression,0.7814662740018862,7.0
agrue,0.6463995127139279,1.0
agsman,1.1515409658686135,6.0
ahaghagagagaa,0.3715444227823134,1.0
ahah,0.7431590433229934,2.0
ahaha,0.7956802894389476,4.0
ahahaha,1.1553324211314275,2.0
ahahahaahhahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha,0.43981249872302275,1.0
ahahahaha,0.8111143658113482,2.0
ahahahahahahahahahahaha,0.8379713612533214,1.0
ahahahahahahahahahahahahahahahahahahahahahaahhahahahahahahahahahahahahahah,0.43981249872302275,1.0
ahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahah,0.43981249872302275,1.0
ahamed,0.5515666885649181,1.0
ahbl,0.8881087057494718,4.0
ahd,0.7819022126371737,4.0
ahhahahaha,0.8256051343189212,1.0
ahmadinejad,0.30016588127611205,49.0
ahmadis,0.40587033204612866,6.0
ahnuld,0.8911737088524527,1.0
ahole,1.713127077355833,7.0
ahoy,0.3818228823314524,10.0
ahs,0.48590393475152655,10.0
ahte,0.4303197053839887,1.0
ahve,0.5716514228738786,21.0
ahyyee,0.5515666885649181,1.0
ai,0.30846220987742895,113.0
aid,0.38480576159624363,213.0
aide,0.43257481235196554,27.0
aiding,1.424068609150721,20.0
aidz,0.44464886514114577,1.0
ailment,0.5188985093125154,8.0
ainm,0.801486789763848,4.0
aints,0.5623976919238597,1.0
aipac,1.1585722871174229,22.0
airborne,0.6717031208549008,9.0
airbus,0.4153534979879681,14.0
airliner,0.6346048916590522,24.0
airports,0.4584869678951502,13.0
aj,0.7136455234296265,16.0
ajkbut,0.4796460459146606,1.0
akbar,1.8100870379294631,29.0
akbarnama,0.3728456843464693,1.0
ake,0.555889418236382,5.0
akhed,0.2846261870940821,3.0
akin,0.4266775811495105,87.0
akkadian,0.28541997056846297,12.0
akkadians,0.6348627321948342,3.0
akm,0.6896900260446287,5.0
akmon,0.2846261870940821,3.0
aknowledged,0.8994269372193787,1.0
aksing,0.36455121401529667,1.0
alameen,0.6127989892681457,2.0
alarichus,0.9596424636467673,1.0
alasdairgreen,0.35869900394128723,6.0
alc,0.9105293335950032,2.0
alcohol,0.4317289855389559,119.0
alcoholic,0.42572325236621555,30.0
alderton,0.44432081326225126,2.0
aleichem,0.8707102737368381,3.0
aleppo,1.851774245522295,31.0
alert,0.5615264083640087,196.0
alexa,0.24605923095189716,35.0
alf,1.204472908851665,29.0
alienate,0.4418789414753717,13.0
alienated,0.9298824758381167,9.0
alight,0.4288602917892263,7.0
alike,1.2509498671037058,90.0
alive,0.28076392096235697,262.0
alkivar,0.5719087921159618,7.0
allah,0.4386649458643493,121.0
allahu,0.8648470132964587,7.0
allalalalalalalalalalalalalalallalalalalallalalala,0.7245589905224432,1.0
allallalalalalalalalalaalalaalalalalalal,0.8379713612533214,1.0
allan,0.46321851483950416,22.0
allegations,0.441725782548171,40.0
allege,0.2235885443841789,34.0
alleges,0.2004623646561792,18.0
alleging,0.3318031691399432,38.0
allemandtando,0.7777494237064456,1.0
allie,0.24208062867181893,4.0
alligenmce,0.2456261338209539,1.0
allin,0.6417288901706137,4.0
alloed,0.8123693271015399,1.0
allof,0.8585971096848638,1.0
allover,0.768636474467958,2.0
allready,0.5193878132838269,28.0
allsides,0.6121773771591348,1.0
alludes,0.4625151099940992,12.0
almight,0.6256315292904944,4.0
alogn,0.7749311864329537,1.0
alonj,0.836515126740311,1.0
alors,0.5688299949813453,3.0
alot,0.37900549808094297,294.0
aloud,0.37698845507027845,25.0
alpe,0.8863823735987391,1.0
alpine,0.8440901307618869,11.0
alredy,1.5420097101097343,11.0
alrite,0.3838066559804824,1.0
altar,0.5277392392178267,26.0
alto,0.24921018455495203,27.0
altra,0.4519185916018237,2.0
alumni,0.3073749217896529,36.0
alun,0.5762037117657836,11.0
alwayz,0.2835870809023756,2.0
alxays,0.8392136666704806,1.0
amadeus,1.5044773314804383,9.0
amarth,0.45025088039694316,5.0
amature,0.4916725282191905,8.0
amaze,0.5227405792257599,16.0
amazed,0.22352397224765497,61.0
ambition,0.7937307856807728,38.0
amblin,1.410550467414267,6.0
ambrose,1.329486115001804,26.0
ambush,0.2392655202426324,27.0
amdrew,0.32121003916201024,1.0
amendmants,0.4653435752439224,1.0
amendment,0.25338613060722803,198.0
americas,0.38576467865096137,76.0
americqan,0.2560305148317079,2.0
amesh,0.4263129588896487,2.0
amicably,1.5114235249526995,11.0
amigo,0.2543870742144531,13.0
amiss,0.3554031632511678,15.0
amma,0.23808527678623295,1.0
ammar,0.3477796091246306,3.0
ammend,0.8259836897124498,5.0
ammended,0.769031362788989,7.0
ammendment,0.6783439893144929,13.0
ammount,0.4863145128276841,13.0
ammounts,0.3445508700699973,3.0
amoeba,0.5849303485410916,8.0
amon,0.4061476688113366,12.0
amortias,0.29135359520325743,6.0
amounts,0.5732517485383675,2.0
amped,0.29085641538880347,4.0
ample,0.41583444527407226,77.0
amuse,0.5772996327442924,28.0
amusing,0.9210447132495425,149.0
amy,0.7382428242001692,50.0
anab,0.41548649098974644,4.0
anal,1.38541348702623,500.0
analyze,0.42742854241809736,46.0
anarchist,0.4221738965368763,114.0
anatolianism,0.24797488576726,2.0
anatomical,0.40067451791811776,11.0
ancestryfuck,0.3234380873043351,208.0
ancient,0.47265306615829444,771.0
andf,0.5578052862036437,3.0
andjust,0.2364855455211267,1.0
andpieces,1.0732649991122551,18.0
andretti,0.38121774461760033,3.0
andrex,0.4249963783526463,5.0
androgynous,0.5447934746267826,2.0
anemoneprojectors,0.5874796497627973,3.0
angered,1.2241335016955528,28.0
angrier,0.45384525185984237,7.0
angrybirdlover,0.8379713612533214,1.0
angryjust,0.806480695480926,1.0
angrynintendo,0.715642633755945,1.0
angwy,0.386015385787431,1.0
animalfarm,0.45447215292848037,1.0
animalfucker,0.916578415923528,4.0
animate,0.20085344574115768,22.0
animation,1.0744226108805977,119.0
anime,0.7592006207103885,229.0
animes,0.3838273408581435,1.0
animey,0.6074600625335268,1.0
anisha,0.7334093829639465,2.0
anittas,0.6743618473063071,7.0
ann,0.47542311627593276,122.0
annother,0.7561813872603418,1.0
annoyin,0.41738871723628146,3.0
annoyingly,0.7507375148610955,7.0
annoys,0.25017543952570026,27.0
anomiebot,0.35554743523355853,2.0
anomisty,0.5191164210556363,1.0
anomymous,0.26643291505703043,2.0
anonnymous,0.8488904400026251,1.0
anonying,0.7422455960600621,1.0
anonymity,0.23763815012337422,52.0
anorak,0.41878422152538225,6.0
anoshirawan,1.2630994567425173,4.0
anotehr,0.6510928227774861,2.0
anothersolipsist,0.7153410249289636,2.0
anothybadberry,0.22508334323399665,1.0
anout,0.3637969701125506,2.0
ansi,0.669699406403273,4.0
answeare,0.8978641961681295,1.0
answere,2.346799368056345,14.0
answeres,0.9280375716869474,1.0
antagonised,0.8085395339170064,1.0
antagonizes,0.2735449852570633,1.0
antagonizing,0.38232797394251594,11.0
antandrus,0.35161545675953115,16.0
antartica,0.5461222464414017,10.0
antebellum,0.21548275580180554,8.0
anthing,0.4786327307318939,6.0
antibody,0.79385165713496,7.0
antic,0.5863865099152641,44.0
anticipated,0.23613480000451445,25.0
antics,0.299831062570323,1.0
antient,0.7549282288009536,1.0
antihero,0.6586922520740507,3.0
antisemite,0.3890841762001492,18.0
antisemites,0.6139018113304119,11.0
antisemmitian,0.7471164024903199,1.0
antistink,0.31190927766001225,1.0
antiturkish,0.38181649412449753,2.0
antiviolence,0.9171433144981682,1.0
antonio,0.20015841913107393,88.0
anus,2.53987524974866,65.0
anxious,0.326025823286054,19.0
anyhow,0.34447932123084973,144.0
anyof,0.7997574250635833,1.0
anythingtalk,0.9578187325510057,1.0
anywaay,0.9036002139908192,1.0
anyware,0.945529272104948,2.0
anywayz,0.8934849529752837,2.0
aol,0.42856512732045526,136.0
aonia,0.30180249400768466,2.0
aotp,0.21701590061914247,1.0
apa,0.25194763962227,26.0
aparently,0.6323639505742749,8.0
apathy,0.4693087722449502,10.0
apd,0.8102334003113293,2.0
apni,0.40109100496255773,2.0
apolegetic,0.8762809430867079,1.0
apologist,0.9068723712747646,71.0
apologizer,0.6857382896508079,1.0
appallingly,0.8799862106758894,8.0
appareantly,0.930192105646113,1.0
appetite,1.0810553439433561,13.0
applicate,0.876877183742838,2.0
applued,0.9446307617573455,1.0
appoloboy,0.4977101097847106,5.0
appropiate,0.5849155570259151,16.0
approval,0.44936747111995723,218.0
approved,0.24244783676236317,298.0
approves,0.45997302396609946,24.0
approx,0.5414929835538803,30.0
approximately,0.32766350177947995,144.0
aqua,0.43472540138844334,11.0
aquman,0.2105208434675401,1.0
ara,0.23767725167823245,9.0
arab,0.5528429032195925,564.0
arabian,1.172597375542143,52.0
arabism,0.3153317574343022,7.0
arabs,0.7242780011550849,221.0
arafat,0.7828778065639656,23.0
aragonese,0.4052604946309103,4.0
arajo,0.5091946394975128,1.0
aramaena,0.4028276631906624,3.0
aramaic,0.7266359795980499,46.0
aramean,0.8360339996947548,21.0
aramic,0.5356760568653134,1.0
araratarev,0.9004470647294157,1.0
arbitrated,0.5246524447554203,3.0
arbour,1.019934401097821,3.0
arbpia,0.6051032652948926,9.0
arcane,0.4948417352036763,18.0
archangel,0.651349868596447,5.0
archeological,0.5707170554810055,14.0
archimides,0.6146926602770942,1.0
archivesyou,0.4492106384685754,1.0
ard,0.3401657218114817,29.0
are,0.5110963327731322,4216.0
aready,0.35011989338348687,4.0
areaseven,0.47611280833533876,6.0
arent,0.26569266144448983,3.0
arg,0.8175425682347242,4.0
arguing,0.4013634446638249,481.0
arguments,0.3018865150619413,30.0
argying,0.46991721146321047,1.0
aria,0.5963678799386318,24.0
arias,0.24781030208268473,2.0
arid,0.5245028226116144,5.0
aril,0.608007765537196,4.0
ariobarzanes,1.2018015099352246,2.0
aristocrats,0.8429299462770732,1.0
arkan,0.6044359394047868,1.0
arkjedi,0.801912552931273,9.0
armageddon,0.24354135116526324,10.0
armaic,0.8051739206184912,1.0
armchair,0.30144583684565185,15.0
armenain,0.7236304919043506,2.0
armor,1.7066987099353321,54.0
arnold,0.2794855326125648,64.0
aromanians,0.23957768161672544,10.0
aroud,0.37838008167030385,3.0
aroung,0.3504999781825413,5.0
arrange,0.2919829790893151,63.0
arrangement,0.3666540564629662,100.0
arranging,0.5815620154411674,10.0
arrest,0.8117346588555028,277.0
arrghh,0.24460772255588958,2.0
arrivederci,0.8368073484423443,2.0
arrogance,0.6239211607448545,117.0
arrogant,0.29296976981695777,267.0
arse,4.025936788451556,265.0
arsehole,1.4579720722587972,35.0
arsen,0.9622799560555062,1.0
arses,0.8926680269406716,15.0
arsewipe,0.6776640449153639,5.0
arsten,0.6654232311453302,16.0
artcile,0.562362516398582,35.0
arthasastra,0.3208229121387359,1.0
arthur,0.6399660526901997,173.0
artical,0.6450454437656495,56.0
articals,0.39180822219864886,7.0
articleonly,1.1404400089809987,5.0
articple,0.8751216231495669,1.0
artise,0.7509695157025431,1.0
artists,0.4087181609128963,28.0
artlce,0.6747212643451966,1.0
artless,0.4836295075979853,1.0
aryans,0.6714496868191799,33.0
asaulted,0.3934772416121516,1.0
asawa,0.581506188892284,1.0
asceticrose,1.227926862561365,3.0
ascribe,0.536997059680693,15.0
asd,0.69768500228705,2.0
asendoh,0.3558758017507391,2.0
ash,0.5709658410401776,54.0
ashknazi,0.661025327886017,1.0
ashle,0.6475764068667887,2.0
ashurism,0.9275607755459856,1.0
asian,0.7286923768274571,427.0
asians,0.44781840106118986,44.0
asimilated,0.5992060261505131,1.0
asinine,1.0708361026773525,34.0
asip,0.906010726105639,1.0
askin,0.4209053316157463,6.0
asks,0.31197219243891183,126.0
asnwer,0.21973351628979182,3.0
asperger,0.7779015989923597,34.0
aspergers,1.1590012897113613,41.0
aspersion,0.5382708367295462,22.0
aspie,0.5081745859678707,13.0
aspiration,0.3517669088291312,30.0
ass,2.49117648148782,877.0
assaidi,0.30617259422612864,1.0
assasinated,0.6918312668528754,5.0
assaulting,0.35005915798468534,5.0
asscake,0.5640442244379673,2.0
assclown,1.1685601292356969,12.0
assclowns,0.7506702494911582,3.0
asscrack,0.866931373322591,1.0
assehole,0.8606293745939769,1.0
asses,0.25283863033702153,5.0
assface,0.5284306129255806,3.0
assfack,0.9361713261445624,1.0
assfuckers,0.9402961265119466,2.0
assh,1.8296792623311515,6.0
asshat,1.1275051056982506,13.0
asshats,0.5356091082989246,5.0
asshoes,1.0444082022710077,2.0
asshole,4.7275465673883605,1206.0
assholery,0.5996877093299267,8.0
assholes,2.194346298753373,18.0
assholish,0.9058084451637166,1.0
assigns,0.5275180772063569,14.0
assimilating,0.20300558123262585,6.0
assimilationist,1.9972437833199392,3.0
assisting,0.29770329128743167,24.0
assk,0.30598184600794076,2.0
asskicked,0.3210052198209391,2.0
asskrackadacki,1.3048159943632796,2.0
asslicker,0.6643902763544232,1.0
asslickers,0.8648735004372772,1.0
asslicking,0.7672573166259049,1.0
assload,0.25440766288210204,1.0
associates,0.37307203239244796,18.0
assole,0.3494810687558658,1.0
assured,0.83691023852646,92.0
assurred,0.8681123388692694,1.0
asswhipe,0.8469120728171972,3.0
asswipe,2.259633628180654,27.0
asswipes,0.2334865484005068,3.0
assyrians,1.416333057692184,65.0
astered,0.8240988982241738,1.0
astin,0.4475664283288742,1.0
astley,0.659708980632601,3.0
astr,0.7348545394758643,2.0
astroturfing,0.4259502646844364,8.0
asturbator,0.31741372173569193,1.0
asylum,0.6226095707277198,28.0
asyou,0.6773266860960965,2.0
asz,0.8307691157042907,1.0
atalk,0.3625389745192587,1.0
ataturk,0.3966009853261984,18.0
atheists,1.2740838228211135,22.0
athiesm,0.8498882169326181,3.0
athiests,0.6097153861409685,4.0
atl,0.9915839945333598,9.0
atlan,0.6306561006678263,6.0
atlant,0.20792946785989933,3.0
atltico,0.5568982060750535,7.0
atom,0.2860104772247678,57.0
atomic,0.4474892019265891,68.0
atoricity,0.45867089415442774,1.0
atrocity,0.20708668156372131,77.0
att,1.1798238847776934,28.0
atta,1.108917975326672,9.0
attach,0.7228014611843662,47.0
attackedd,0.8997977835443577,1.0
attacker,0.48362211029837415,54.0
attacking,0.3990416839844648,517.0
attempted,0.26003761682467363,392.0
attend,0.3066241895467904,149.0
attn,0.26454127502365554,10.0
attractive,0.9415312913991299,66.0
attracts,1.3088019418659078,35.0
audacity,0.7275048631993631,40.0
augusta,0.8816083647249124,5.0
aulaad,0.20840836655781556,1.0
aup,0.2622810890685806,3.0
aurbaion,0.45701343436576897,2.0
aurobindo,0.33806840894499274,6.0
ausie,0.3078034131456868,1.0
auspex,0.5995182444820852,13.0
aussie,0.902319238107839,68.0
aussies,0.3836700728252832,10.0
austin,0.525710944602256,74.0
australain,0.2845523619926082,1.0
authentically,0.596251793598445,6.0
authenticator,0.3852568936939779,1.0
authori,0.7268610671403204,1.0
authoritarian,0.282532179185968,81.0
authorization,0.2870148798343302,30.0
authorlink,0.7489310833568179,8.0
autmatic,0.8986781179347559,1.0
autoblocks,0.2046486417763042,32.0
autobots,0.6893644794522419,6.0
autocad,0.9208845661155439,4.0
autofellatio,0.27913610480009404,10.0
automated,0.44873625405662193,174.0
autralian,0.4479896671029386,1.0
autres,1.1216583687271497,4.0
av,0.796432772848295,44.0
ava,0.49216566959396185,9.0
avala,0.3136915977461918,1.0
avatar,0.20445148152657233,66.0
ave,0.23407651473184438,51.0
avenges,0.9628482682768073,1.0
averse,0.49068575312350293,8.0
avid,0.7715754924930763,27.0
avionews,2.0119028638055934,4.0
avout,0.5164363670483949,1.0
avowed,0.3143047326298635,9.0
awake,0.4034532970434998,21.0
awakening,0.3694026539719471,13.0
awarding,0.6506371706906846,26.0
aways,0.6500384737157031,2.0
awesome,0.36439919401944804,252.0
awful,0.5798262300373699,172.0
awfully,1.253325021802355,38.0
awfulness,0.6195982390062285,1.0
awoke,0.669539880603943,8.0
awp,1.4509598723059078,5.0
awsome,1.1842753532659926,11.0
awt,0.8584832478431114,1.0
aww,0.7953750716738964,65.0
axxss,0.4955310338391357,1.0
ay,0.31986212261098534,16.0
aye,0.48194027939995004,28.0
ayr,0.9366442949262235,1.0
azeri,0.2557331118376957,111.0
aziz,0.7556317008926444,15.0
azn,0.42390553621530136,5.0
azs,0.30728114844463494,1.0
aztec,0.39150003846583786,20.0
aztecs,0.5525524760647185,7.0
azukimonaka,0.6706154764484783,3.0
azzhole,0.5529260039721731,1.0
baal,0.7209288833952187,4.0
baar,0.40958031338465783,5.0
babak,0.342683798836178,13.0
babble,0.2601654732736725,23.0
babe,0.45053987696104286,48.0
babek,0.8415790149829713,1.0
babies,0.31099203980780554,10.0
babiesum,0.6982496853896052,1.0
baboy,0.3843670149607664,1.0
babu,0.5636019652961485,11.0
baby,0.40813949705367,416.0
babymaker,0.8555197299628677,1.0
bachelor,0.349662789981783,41.0
backdoor,0.5681864825055395,9.0
backdrop,0.25029342074419225,8.0
backfire,0.7440692063250811,9.0
backside,1.5739202314292309,10.0
backspace,0.8770004218429515,3.0
backstabbing,0.3343579522718073,9.0
backstage,1.1643648438073795,21.0
backup,0.22245818652456573,56.0
backward,0.7842648296855432,64.0
backwards,0.34620096641405845,94.0
backwood,0.8360295480684429,1.0
badass,1.0049171501972094,23.0
badgehuters,0.7958022644618181,1.0
badgujjar,0.3468181419071954,3.0
badgujjars,1.1247659197354825,8.0
bading,0.7218559305373476,3.0
badly,0.2005614587852414,271.0
badman,0.6718879703544807,2.0
badmouth,0.22482058002502514,4.0
badmouthing,0.6443501618928725,4.0
baez,0.7478392021424806,21.0
baffling,0.5715674935229282,10.0
bag,1.2066674832354831,277.0
bagel,0.9229911928318576,9.0
bahaha,0.6227279397544341,3.0
bahai,0.2124265623938782,24.0
bahammut,0.46889871053796356,1.0
bahamut,0.3037736628240643,2.0
bahaullah,0.7922157623384362,2.0
bahram,0.699982659735861,8.0
baitch,0.5810694058996003,1.0
baked,0.4851326453361765,28.0
bakharev,0.6475446855957201,7.0
bakla,0.7594183631229675,3.0
baku,0.4143040130211268,29.0
bakutrix,0.3264158262090053,8.0
balbo,1.2708083284580878,4.0
bald,1.0858941497578767,93.0
balding,0.7215814344715885,2.0
baldjo,0.2814469720272652,1.0
balkan,0.38535383645707155,87.0
balkanfever,0.5320783216328996,11.0
balked,0.6699231718869395,1.0
ball,0.7303346321606408,519.0
balla,0.6015099146386338,3.0
ballen,0.7690318721787361,1.0
ballot,0.3268059463535109,62.0
ballsack,0.9007062237433282,7.0
ballsy,0.9099841380039222,2.0
ballz,0.4877643213474325,7.0
balsack,0.8545997491132127,1.0
balt,0.5299655417916779,3.0
ban,0.6535302409581344,1841.0
banana,0.5377043778992119,61.0
band,0.20708132267914645,2405.0
banded,0.6532850670964298,6.0
bandit,0.8874202913984,16.0
bandmate,0.6790583236775524,2.0
bandmates,0.48536497648088134,2.0
bandwith,1.612779884723022,3.0
banes,0.8094469552727354,4.0
bang,0.501528454897627,162.0
bangin,0.5321050822593372,7.0
banging,0.9755571594114604,22.0
banhamma,0.7097965044067159,1.0
banhammer,0.33194244619282337,9.0
banhammers,0.7234199424896344,2.0
bankrupted,0.7958543718284647,2.0
banme,0.50768850922577,1.0
bannation,0.7868467006048083,1.0
banned,0.29462690698485305,1859.0
banning,0.6404755113327029,247.0
banno,0.8954864056298579,5.0
banns,1.2235714201572339,4.0
banyak,0.5369777805399574,3.0
baout,0.7759689094999287,2.0
barbaric,0.8830395333458839,20.0
barber,0.46546819360527414,47.0
barcelona,0.5232812074162188,64.0
bare,0.5658196426810067,149.0
barito,0.37700918695124785,4.0
barman,0.45360677490899914,1.0
barnabay,0.8498633040275665,1.0
barnes,0.6662486623775337,42.0
barnstarfcuk,1.2666789454418683,2.0
barnstarfuku,0.6460223925287378,2.0
barnstorming,0.8286950913541428,2.0
barrage,0.5390394853237894,20.0
barranquilla,0.3071439860907188,5.0
barret,1.7941841467085524,7.0
barry,0.5147196498237447,89.0
barrymcpeedmipants,0.8893455002995554,1.0
bars,1.0070357240072239,6.0
bartender,0.36947702454002695,18.0
bartlet,0.6989042730906235,2.0
basement,0.4371714513906507,124.0
basepagename,0.4565714127808993,11.0
bash,0.42642720286307784,73.0
bashing,1.3630743325306403,63.0
basij,0.3014128627096964,4.0
basil,0.604660169365776,10.0
baskets,0.20318788437274107,2.0
bassem,0.7421131554858972,1.0
bastard,3.005236057280367,847.0
bastardised,0.7404625562862587,4.0
bastardize,0.3312853729340584,1.0
bastardo,0.7635301946262083,2.0
bastards,1.5024871758198788,12.0
bastardtits,0.7947039837431897,1.0
bastarrd,0.501187142849145,1.0
basted,0.5171674398568918,3.0
bastrd,0.8379713612533214,1.0
basturd,0.46856486902056577,1.0
basu,0.3437146818233256,4.0
bat,0.6056476400808576,136.0
bath,1.0793532708355824,52.0
bathe,0.5740203240742909,5.0
bather,0.7741628106018829,1.0
batshit,0.8959654870759828,7.0
battalion,0.20797873825899854,68.0
batteries,0.5271720062806947,2.0
battleis,0.8585971096848638,1.0
battles,0.32450426620340805,16.0
battlestar,0.6294831881141248,18.0
bban,0.838047633052916,1.0
bbb,2.666124015969567,141.0
bbolange,0.7919202297532486,1.0
bcn,0.860328140084423,4.0
bdsm,0.5682757390845598,8.0
beacon,1.1667298996532784,14.0
beacuase,0.775339197475183,2.0
beacuse,0.34981079530155706,16.0
beahiviour,0.5805382739963714,1.0
beak,0.392523384118773,2.0
beaked,0.9131855686362861,8.0
beardy,0.33508577276387985,3.0
bearer,0.4097470236632226,26.0
bearing,0.8131197321586223,154.0
beat,0.5018282946801722,413.0
beater,0.9598732286956068,5.0
beating,0.8328494503787108,113.0
beatles,0.37706085927721883,177.0
beaurocracy,0.8644075556704008,1.0
beautybaby,0.27808994998734643,2.0
bec,0.5019211251701433,8.0
becaouse,0.30074347299864185,1.0
becaue,0.4204639836649508,8.0
beckford,0.823982972307659,3.0
beckon,0.35196959484507656,4.0
becomeing,0.35623723826957476,2.0
becoz,0.5004140674429775,4.0
becuse,0.9010353509619129,12.0
bedouin,0.4491280742876894,10.0
bedsit,0.9504500549223549,1.0
bedsore,0.5723793680361163,1.0
bedwetter,0.7448536061225457,2.0
beeblebrox,1.5719352904206032,24.0
beehive,0.4293437596027273,11.0
beeing,0.9384191214890905,17.0
beeings,0.6277790951150815,1.0
beeitch,0.5693791896485113,1.0
beelie,0.8841325970583248,1.0
beeline,0.8831221171845689,2.0
beem,0.509425539835067,1.0
beetch,0.9103681610251867,2.0
beetlefart,1.2991764603619909,2.0
beez,0.8662322877240495,1.0
beforehand,0.21991585760840396,55.0
beg,0.4858486357821733,100.0
