token,weight,occurence
allin,0.6623148103307832,6.0
allme,0.697239237488433,1.0
alloed,0.7558579386525749,1.0
allof,0.8311744325416004,1.0
allot,0.6259366824515616,23.0
allover,0.7198388951682081,3.0
alloweed,0.7180512759517452,1.0
allows,0.3241642784889293,509.0
allready,0.2136712695419395,34.0
allsides,0.6762954720525736,1.0
allthough,0.8584975602177274,7.0
alludes,0.5364315242790237,21.0
alma,0.2611131440897426,51.0
almight,0.6398402979813572,4.0
almodovar,0.6544077014231675,1.0
alogn,0.8188348070006845,1.0
alonj,0.8683991186442704,1.0
alors,0.5484328573742421,4.0
alot,0.30648332808578366,405.0
alowed,0.5364373321608252,8.0
alpe,0.82937975857021,1.0
alphabetical,0.3043225765194502,98.0
alpine,0.8418066020697115,18.0
alredy,1.4768086277814803,12.0
alrite,0.3073282567752344,1.0
alt,0.2831428195343098,143.0
altar,0.2908453710060717,32.0
altho,0.28558857859231795,14.0
altough,0.7691646732477175,7.0
altouhgt,0.6500002900241009,1.0
altra,0.5223564434510642,2.0
altruistic,0.29329261589835687,13.0
alumni,0.2339105452799243,48.0
alun,0.5136799143624642,16.0
alwayz,0.26979452491556066,2.0
alxays,0.7808571440799407,1.0
amadeus,1.4314968740844973,11.0
amaizing,0.31241771803043344,1.0
aman,0.24150788634708528,7.0
amarth,0.6015497099800069,6.0
amartyabaag,0.30158658312130293,2.0
amateria,0.2203660245838481,1.0
amateurs,0.7475013839728998,4.0
amature,0.47831389330025886,8.0
amaze,0.7364864610979882,20.0
ambition,0.37035970453474176,56.0
amblin,1.5992477601297461,6.0
ambrose,1.4043168625674414,30.0
amdrew,0.3488213698362205,1.0
amend,0.49344132382098066,98.0
amendmants,0.3793591630564074,1.0
amercian,0.7483602873443462,5.0
americana,0.8414216366358751,9.0
americanise,0.5746956921273051,2.0
americqan,0.2157450520022363,2.0
amerikka,0.4692283834481526,2.0
amerikkan,0.4316546379196185,1.0
amerikkans,0.2453223953174563,2.0
ameriturd,0.22808900494657405,1.0
amesh,0.35941387218336723,2.0
amicable,0.7137039387475145,21.0
amicably,1.1800738841782152,16.0
amiga,0.539610435525575,20.0
amistad,0.44100856662102483,8.0
amma,0.24322594909704787,3.0
ammar,0.4791485668543399,3.0
ammend,0.7108050904909239,8.0
ammended,0.7143861499023609,10.0
ammendment,0.5839162697665541,14.0
ammo,0.4749025628056367,27.0
ammount,0.46225971849541814,15.0
ammounts,0.3398919347993042,3.0
amoeba,0.6202711611415006,8.0
amon,0.5542288694641211,13.0
amortias,0.828328412953772,13.0
amoung,0.5341915873920422,5.0
amoungst,0.7792608421941083,4.0
amounts,0.6827084582884008,3.0
ample,0.3041915173376815,105.0
amr,0.5310660837064217,9.0
amursky,0.28498294322159146,1.0
amuse,0.5229717504946729,32.0
amusement,0.256849848792282,57.0
amusing,0.6673168469318622,204.0
anab,0.3716258216846594,4.0
anachronism,0.22407533849514152,30.0
anal,1.2168287156804973,1056.0
analyze,0.7111668164559435,62.0
anarchic,0.2503167564609979,2.0
anarchist,0.523183211328908,310.0
anarchy,0.7373315300750943,49.0
anatolian,0.426653150954275,46.0
anatolianism,0.2300139123760241,2.0
ancient,0.39386502280613933,1019.0
andf,0.52037373146077,4.0
andjust,0.2761745842359366,1.0
andpieces,1.0981017251810072,18.0
andretti,0.5465051703555642,3.0
andrex,0.6571999274959013,5.0
andthis,0.6731915552460787,2.0
aned,0.34996629502911514,2.0
anemoneprojectors,0.6108490833672523,3.0
ang,0.26987054087059476,47.0
angelina,0.5325473423934121,24.0
angenaye,0.7867173896179444,1.0
angered,1.4611712512383692,29.0
angie,0.2012484545276031,11.0
anglais,0.49243699726883927,8.0
anglo,0.22981801343184663,242.0
angrier,0.44540680632287555,8.0
angrybirdlover,0.7851881493217242,1.0
angryjust,0.7338471601607126,1.0
angrynintendo,0.6532520791568289,1.0
angwy,0.41508557284521297,1.0
animalfarm,0.44874249670273253,1.0
animalfucker,0.9784211385129358,4.0
animate,0.6231178391298935,23.0
animation,0.854869344450029,145.0
animes,0.4281928821006439,1.0
animey,0.6195503110772428,1.0
anisha,0.6702662777888907,2.0
anithing,0.4283323422709502,1.0
anittas,0.6042105862912545,10.0
anj,0.32314297119949253,2.0
anjali,0.5419319921104233,3.0
ann,0.36662101535457636,168.0
annals,0.4823723992162604,39.0
annonymous,0.6166744242067094,14.0
annother,0.7030721810874148,1.0
annoyance,0.8453691568726727,49.0
annoyin,0.5793408757498923,4.0
annoyingly,0.6866115413409485,10.0
annoys,0.7532790107396797,43.0
anoa,1.5023184832551428,3.0
anomiebot,0.46330178783732634,6.0
anomisty,0.6805844903143502,1.0
anon,0.3453345476887833,544.0
anonmoos,0.4673907520004287,8.0
anonnymous,0.7945971880363744,1.0
anonomyous,0.7224433195134886,1.0
anonoymous,0.6503580564248193,1.0
anonying,0.7549382134296727,1.0
anorak,0.4867593628132478,6.0
anoshirawan,1.3382103956085565,5.0
anotehr,0.4066047908604377,2.0
anotherpseudnym,0.7748395563749253,1.0
anothersolipsist,0.7214587836816007,2.0
anout,0.5918801958543355,2.0
ansi,0.7537871606694344,5.0
answeare,0.8414184479014128,1.0
answere,2.5113706430066918,14.0
answeres,0.8716858202644017,1.0
answerin,0.4712403646444687,1.0
antagonised,0.663698588638192,2.0
antagonistic,0.4162070533080013,47.0
antagonizing,0.32531773236414474,12.0
antandrus,0.9847547736836055,100.0
antapanta,0.7554668183840538,1.0
antarctica,0.2638426173424216,45.0
antartica,0.8317666496397302,11.0
antebellum,0.21021128350738627,11.0
antecedent,0.45775621491898427,14.0
anther,0.7378597904891243,11.0
anthing,0.6198022229921583,6.0
anthropoid,0.34895961667660297,5.0
antibody,0.7788173546284498,10.0
antic,0.6698918854410807,50.0
antics,0.4172258781398278,1.0
antient,0.8443972791822197,1.0
antihero,0.6223923927701849,3.0
antiislamic,0.37114402204623853,1.0
antisemite,0.4500747501471615,23.0
antisemites,0.33178704559386235,16.0
antisemmitian,0.7296619370907128,1.0
antistink,0.4449792027757112,1.0
antiturkish,0.4062969601089552,2.0
antiviolence,0.8978827289158324,1.0
anus,1.58838590133272,199.0
anut,0.49431224029146886,1.0
anxious,0.33428740613242813,22.0
anyhow,0.25784576544571947,198.0
anymorei,0.3537576009214592,1.0
anyof,0.7876805454061171,1.0
anythingtalk,0.8974220112002058,1.0
anytime,0.4610512364163764,153.0
anywaay,0.8320975417850489,1.0
anyware,0.8753422237657068,2.0
anywayz,0.7645812848265651,4.0
aobut,0.28512080328235695,4.0
aonia,0.3132628425950024,2.0
aotp,0.32119809110333464,1.0
aparently,0.6061806745303011,10.0
apathy,0.3165728815640837,13.0
apd,0.7293894072234381,2.0
aphex,0.6552771781889473,3.0
apical,0.7094036926059802,2.0
apni,0.4804980654566126,3.0
apocalypse,0.34333264507028094,38.0
apolegetic,0.8026608044570639,1.0
apologist,0.8834786559128596,119.0
apologizer,0.6696591945042405,1.0
apologizing,0.39537686002222727,31.0
apostrophe,0.3595162056559879,74.0
appalachian,0.2989559422178767,9.0
appallingly,0.3532986839149716,9.0
apparantly,0.7821359867660962,24.0
appareantly,0.8633037368755737,1.0
apperrs,0.5419823100785247,1.0
appetite,0.9553796937519805,21.0
applegs,0.233066939655847,1.0
applicate,0.7938098454586523,2.0
applued,0.8819108708677302,1.0
appoloboy,0.564843321530276,5.0
appologist,1.1083042683031634,3.0
apprehended,0.20421870003042084,4.0
appropiate,0.3386095042948957,24.0
approved,0.3402756747663964,373.0
approves,0.47129240568897035,27.0
approx,0.5025800780886834,46.0
apropos,0.3870982253734127,24.0
apsalutly,0.3278611754077323,1.0
apt,0.31265275266289705,64.0
aqua,0.45632422284021845,15.0
aquarter,0.29415544280915434,1.0
aquman,0.3535495711483968,1.0
ara,0.6158016102599716,15.0
arab,0.5131788576135812,788.0
arabian,1.5956667503312392,65.0
arabism,0.2161500610409968,14.0
arabistan,0.38862470268454846,2.0
arabized,0.5385223425685478,8.0
arabs,0.5397275555082063,317.0
aracely,0.7135970185250198,1.0
arafat,0.5691244368006148,30.0
aragonese,0.35398228043088,4.0
arajo,0.558594089957548,1.0
aramaena,0.48023206175972055,3.0
aramaic,0.3811499867549517,69.0
aramean,0.6866186490196636,21.0
aramic,0.6561573458471249,1.0
araratarev,0.8609820350456195,1.0
arbitrary,0.33311340205540135,275.0
arbitrated,0.5544244465832682,3.0
arbitrator,0.23288273845073093,140.0
arbour,0.9984616303322863,3.0
arbpia,0.5111108609348712,15.0
arcane,0.4612529290687766,24.0
archangel,0.3703299533822352,10.0
archeological,0.5442370286606475,19.0
archeologist,0.3463472296445561,11.0
archimides,0.5810456235117644,1.0
archivesyou,0.4624712391559156,1.0
ard,0.28225101981029965,31.0
are,0.5278342000895294,5597.0
aready,0.3196123922547244,4.0
areaseven,0.25663620692375855,6.0
arent,0.25742001008288984,5.0
aresto,0.7472915663517425,1.0
aresu,0.3208275980766515,1.0
arg,0.24502503860299202,12.0
arguing,0.26588936153166576,680.0
argying,0.6129022280805468,1.0
aria,0.39818303286585643,39.0
arias,0.2676829062446124,3.0
arid,0.5630237449979509,7.0
aril,0.5022269990205364,5.0
ariobarzanes,1.320348864969013,2.0
aristocracy,0.4416851148613237,21.0
aristocrats,0.8207682501899748,1.0
aristophanes,0.36031420739606146,4.0
aristrocrat,0.5599155161191016,1.0
aritcle,0.4124303528388507,18.0
arkan,0.5817155298427756,2.0
arkjedi,0.7658711727827991,9.0
armaic,0.8370536109720336,1.0
armenaa,0.48785758116974787,12.0
armenain,0.7452077734207335,2.0
armenians,0.4207707763226253,208.0
armor,1.4340157735010677,84.0
aromanians,0.20650181279637786,10.0
aroud,0.29577491155742536,4.0
aroun,0.24674189263166307,2.0
aroung,0.39053310250299644,7.0
arousing,0.5449875976177831,6.0
arrange,0.25376945664510003,76.0
arrangement,0.20251085778374134,141.0
arranging,0.4950087568697765,20.0
arrau,1.2483728151754117,3.0
arrest,0.5168286121277503,336.0
arresto,0.7376656116947423,1.0
arrgghh,0.5326403055447533,4.0
arrghh,0.28946846303466983,2.0
arrielle,0.29302341236622254,2.0
arrivederci,0.7835622097110526,3.0
arrogance,0.9208555474953073,144.0
arrogant,0.5022369457519957,359.0
arsch,0.6614203340614832,5.0
arschloch,0.6508179541390365,1.0
arse,3.6015818022877606,307.0
arsed,0.2647312331625286,27.0
arsehole,2.136665721553765,58.0
arsen,0.8971269563040513,1.0
arses,0.8838019918208629,17.0
arsewipe,0.6810589972538299,5.0
arsing,0.521789561374944,1.0
arsten,1.089024921650592,20.0
artcile,0.34928232561112943,42.0
arthasastra,0.372093193432179,1.0
arthur,0.5176774092038827,238.0
artical,0.47821452013592475,72.0
articals,0.36820674118141455,9.0
articel,0.2962485423544902,24.0
articleonly,1.0044994028775531,5.0
articple,0.8419670302654683,1.0
artise,0.7180512759517452,1.0
artists,0.2939009646362254,36.0
artlce,0.4824315393848549,1.0
artless,1.026555683260573,2.0
aruge,0.4228286484492908,2.0
arunmozhi,0.4783963368633031,4.0
aryans,0.5223276409099312,59.0
asad,0.2939663380326181,11.0
asaulted,0.4254607716022697,1.0
asawa,0.6605757149613722,1.0
ascap,0.6573869532331433,3.0
ascent,0.4000329834970839,9.0
asceticrose,1.3451325473431701,3.0
ascribe,0.22510763999331,24.0
asd,0.4706789115787023,8.0
asendoh,0.42787323108743097,2.0
asfgh,0.29161625583418577,1.0
ash,0.546741073107295,91.0
ashell,0.24888531909958514,1.0
asher,0.3969526830784577,25.0
ashknazi,0.7220079434866278,1.0
ashle,0.651356816664195,2.0
ashurism,0.8648507860371244,1.0
asian,0.7774202420983399,565.0
asians,0.32050476328571514,74.0
asigned,0.21721079894112869,1.0
asimilated,0.6036018273182386,1.0
asinine,0.963730830762914,49.0
asip,0.7994712258450575,1.0
askin,0.4423107929355286,7.0
aslan,0.5865993008213773,7.0
asnwer,0.2905827609093276,3.0
aspac,0.2643221039934254,1.0
asperger,0.9204900532521318,38.0
aspergers,0.983502415410616,49.0
aspersion,0.43737133358456765,32.0
asphyxiate,0.3777212438177983,1.0
aspie,0.46617096580232886,14.0
aspiration,0.32312781626368975,38.0
ass,2.2322936999118355,1705.0
assad,0.2770817008032263,473.0
assaidi,0.26827114164597116,1.0
assasin,0.5514938049317086,5.0
assasinated,0.7292837878167886,6.0
assassassassass,0.7255756507945312,1.0
assaulting,0.3578380458401751,13.0
asscake,0.5435346015508964,2.0
assclown,1.4723687222169595,16.0
assclowns,0.6740644500807508,3.0
asscrack,0.7680804231460447,2.0
assehole,0.7782886489506354,1.0
assface,0.5634290466708168,3.0
assfack,0.8579859315240662,1.0
assfuckers,0.8840777961320917,2.0
assh,1.7023940112949634,6.0
asshat,0.8805004410926772,22.0
asshats,1.0151340226005985,7.0
asshoes,0.8907836583792803,2.0
asshole,4.070525017507273,1549.0
assholei,0.6950631025504893,2.0
assholery,0.566799042198034,8.0
assholes,2.2472352721598456,38.0
assholish,0.8231959190284094,1.0
assholr,0.24795116099931483,1.0
assies,0.4345326822830986,1.0
assigns,0.539291005225494,18.0
assimilationist,2.299515105831911,3.0
assisting,0.21635867421169555,36.0
assk,0.4604888088123587,2.0
asskicked,0.4203366933172236,2.0
asskrackadacki,1.4010428401728707,2.0
asslicker,0.6376910815804981,1.0
asslickers,0.8047825238827047,1.0
asslicking,0.631873944967762,1.0
assload,0.2620021339519365,1.0
assloses,0.36836615412722207,1.0
asslover,0.4837824507053262,1.0
assm,0.8572414762716065,1.0
associates,0.2630778025038734,21.0
assole,0.375023085950988,1.0
assraped,0.6009388814756139,2.0
assurance,0.4013294609664048,56.0
assured,0.6815454312997652,112.0
assurred,0.8138702896759089,1.0
asswhipe,0.801474672361048,3.0
asswhole,0.8545277268283344,26.0
asswipe,2.600874093245412,34.0
asswipes,0.441388326174098,3.0
asswole,0.5350282205169187,1.0
assyrian,0.3613675233998255,171.0
assyrians,1.3526173619764026,74.0
astered,0.7765702642728076,1.0
astin,0.3592427391464774,1.0
astley,0.5776799828803515,3.0
astr,0.70521251732683,2.0
astroturfing,0.33836339902671775,14.0
asturbator,0.2889200555347196,1.0
asustes,0.213556976894284,1.0
aswell,0.28292611881587665,66.0
asylum,0.6319192930874264,49.0
asymmetry,0.26272435143848816,10.0
asyou,0.7097570073191569,2.0
asz,0.8030796212805597,1.0
at,0.2184051416078593,2596.0
atalk,0.5491345539097785,1.0
ataturk,0.29921253118624563,23.0
atheishit,0.8998860074960922,1.0
atheists,1.276758671871426,26.0
athenean,0.45436909074542875,12.0
athiesm,0.7800175036173997,3.0
athiests,0.4411066886696712,5.0
athletes,2.400970073632091,17.0
athority,0.2878899167204336,4.0
aticles,0.6820839211341971,8.0
atl,1.0899433974425008,10.0
atlan,1.0995652088075814,9.0
atltico,0.5786392122465311,10.0
atlus,0.6561499255498345,3.0
atomic,0.5124939968524789,98.0
atoricity,0.3694613635158727,1.0
atrocity,0.7900102306890103,114.0
att,0.2318803280272117,105.0
atta,0.5313080935415851,10.0
attach,0.7482409233916554,60.0
attackedd,0.8188439065586594,1.0
attacker,0.691287047393739,67.0
attacking,0.2332879961904276,658.0
attend,0.4065811733707867,192.0
attendent,0.5580741969581117,1.0
attock,0.4506080343580726,3.0
attok,0.45525787588152283,1.0
attractive,0.8071005187523679,90.0
attracts,1.378630834922859,49.0
audacity,0.5067552007204706,46.0
augusta,0.6521296914955863,10.0
aup,0.27384982066213187,3.0
aurbaion,0.4518005771322515,2.0
aurobindo,0.3996859018626594,6.0
ausie,0.28465691518170283,1.0
auspex,0.5608768697892049,20.0
aussie,0.9523544799270635,89.0
aussies,0.3888539514373785,14.0
austin,0.2538792611918686,105.0
australain,0.3264154380316259,2.0
authentically,0.5551012653678249,6.0
authenticator,0.5504166730428053,1.0
authori,0.8004455444398845,1.0
authorization,0.22392765798976966,42.0
authorlink,0.595733143156449,10.0
autmatic,0.8495240182057038,1.0
autoblocks,0.20541724568579867,37.0
autobots,0.6635204824235708,6.0
autocad,0.8697071207637113,5.0
autofellatio,0.9114961736193021,20.0
automated,0.3111584098491269,217.0
autralian,0.37714064465255726,1.0
autres,1.0407783087293547,5.0
av,0.7245591162635264,64.0
ava,0.5618286077825431,9.0
avage,0.6937006899664236,1.0
ave,0.749067078008531,62.0
avenge,0.2089665306218438,8.0
avenger,0.6628300522258009,5.0
avenges,0.8848291130522499,1.0
averse,0.5398762970872069,13.0
avez,0.4949468457881936,7.0
avid,0.5099082023974923,37.0
avionews,2.039790793917894,4.0
avm,2.006336920264316,4.0
avout,0.4483945593559045,1.0
avowed,0.3217739700794249,15.0
awake,0.6745658992608532,34.0
awarding,0.6968536498089185,35.0
aways,0.7172869388639178,3.0
aweful,0.79185502863881,3.0
awful,0.7783243069238899,272.0
awfully,0.7602710042104787,53.0
awfulness,0.6661783908689669,2.0
awhh,0.27211565660232023,1.0
awn,0.5199803286323365,8.0
awoke,0.6016386320984686,9.0
awp,1.3701270613105008,6.0
aws,0.84348589529224,15.0
awsomee,0.591541721901115,1.0
awt,0.8095276646669178,3.0
